"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias"
"451","PMR 6","446.06875","446.06875","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"452","PMR 7","446.08125","446.08125","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"453","PMR 8","446.09375","446.09375","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"454","PMR 9","446.10625","446.10625","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"455","PMR 10","446.11875","446.11875","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"456","PMR 11","446.13125","446.13125","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"457","PMR 12","446.14375","446.14375","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"458","PMR 13","446.15625","446.15625","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"459","PMR 14","446.16875","446.16875","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"460","PMR 15","446.18125","446.18125","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"461","PMR 16","446.19375","446.19375","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"462","SRBR 1","444.60000","444.60000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"463","SRBR 2","444.65000","444.65000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"464","SRBR 3","444.80000","444.80000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"465","SRBR 4","444.82500","444.82500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"466","SRBR 5","444.85000","444.85000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"467","SRBR 6","444.87500","444.87500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"468","SRBR 7","444.92500","444.92500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"469","SRBR 8","444.97500","444.97500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"470","LPD 1","433.07500","433.07500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"471","LPD 2","433.10000","433.10000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"472","LPD 3","433.12500","433.12500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"473","LPD 4","433.15000","433.15000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"474","LPD 5","433.17500","433.17500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"475","LPD 6","433.20000","433.20000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"476","LPD 7","433.22500","433.22500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"477","LPD 8","433.25000","433.25000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"478","LPD 9","433.27500","433.27500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"479","LPD 10","433.30000","433.30000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"480","LPD 11","433.32500","433.32500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"481","LPD 12","433.35000","433.35000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"482","LPD 13","433.37500","433.37500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"483","LPD 14","433.40000","433.40000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"484","LPD 15","433.42500","433.42500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"485","LPD 16","433.45000","433.45000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"486","LPD 17","433.47500","433.47500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"487","LPD 18","433.50000","433.50000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"488","LPD 19","433.52500","433.52500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"489","LPD 20","433.55000","433.55000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"490","LPD 21","433.57500","433.57500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"491","LPD 22","433.60000","433.60000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"492","LPD 23","433.62500","433.62500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"493","LPD 24","433.65000","433.65000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"494","LPD 25","433.67500","433.67500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"495","LPD 26","433.70000","433.70000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"496","LPD 27","433.72500","433.72500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"497","LPD 28","433.75000","433.75000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"498","LPD 29","433.77500","433.77500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"499","LPD 30","433.80000","433.80000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"500","LPD 31","433.82500","433.82500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"501","LPD 32","433.85000","433.85000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"502","LPD 33","433.87500","433.87500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"503","LPD 34","433.90000","433.90000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"504","LPD 35","433.92500","433.92500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"505","LPD 36","433.95000","433.95000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"506","LPD 37","433.97500","433.97500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"507","LPD 38","434.00000","434.00000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"508","LPD 39","434.02500","434.02500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"509","LPD 40","434.05000","434.05000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"510","LPD 41","434.07500","434.07500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"511","LPD 42","434.10000","434.10000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"512","LPD 43","434.12500","434.12500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"513","LPD 44","434.15000","434.15000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"514","LPD 45","434.17500","434.17500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"515","LPD 46","434.20000","434.20000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"516","LPD 47","434.22500","434.22500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"517","LPD 48","434.25000","434.25000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"518","LPD 49","434.27500","434.27500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"519","LPD 50","434.30000","434.30000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"520","LPD 51","434.32500","434.32500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"521","LPD 52","434.35000","434.35000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"522","LPD 53","434.37500","434.37500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"523","LPD 54","434.40000","434.40000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"524","LPD 55","434.42500","434.42500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"525","LPD 56","434.45000","434.45000","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
"526","LPD 57","434.47500","434.47500","A-Analog","Low","12.5K","Off","62.5","Sweden","Group Call","240","N0CALL First_name","Off","Carrier","Off","1","1","1","Off","1","2","PMR-SRBR","Default","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","0","0","0","0","0"
